index,airline,date_of_journey,Source,destination,route,dep_time,Arrival_time,Duration,Total_stops,Additional_info,Price
203,TruJet,2022-04-26,Indore,Chennai,IND-GOA-PAT-AHM-CHE,00:53,12:29,10h 45min,3 stops,WiFi available,9304
204,Alliance Air,2021-11-20,Pune,Kolkata,PUN-CHE-KOL,06:05,21:57,6h 30min,1 stop,Extra baggage allowed,11178
205,Alliance Air,2022-11-23,Chennai,Guwahati,CHE-BHU-COC-GUW,11:49,02:33,1h 45min,2 stops,Business class available,13129
206,AirAsia India,2019-01-12,Varanasi,Patna,VAR-DEL-PAT,13:15,13:25,4h 15min,1 stop,In-flight meal not included,12847
207,Star Air,2022-02-08,Bhubaneswar,Cochin,BHU-BAN-GUW-COC,11:31,18:03,4h 0min,2 stops,No info,7571
208,Alliance Air,2023-07-01,Nagpur,Varanasi,NAG-VAR,04:38,17:31,1h 0min,non-stop,Business class available,7800
209,SpiceJet,2019-01-25,Lucknow,Chennai,LUC-CHE,23:48,03:41,2h 15min,non-stop,WiFi available,11313
210,Vistara,2024-11-01,Pune,Chennai,PUN-GUW-BHU-CHE,16:35,17:51,13h 15min,2 stops,1 Long layover,10842
211,Vistara,2025-04-22,Pune,Lucknow,PUN-MUM-PAT-LUC,02:16,03:18,12h 15min,2 stops,New aircraft,13529
212,Vistara,2024-02-12,Kolkata,Varanasi,KOL-COC-VAR,16:22,19:12,11h 30min,1 stop,Extra baggage allowed,4472
213,AirAsia India,2021-05-20,Varanasi,Hyderabad,VAR-BHU-PUN-RAI-HYD,03:33,00:59,11h 0min,3 stops,New aircraft,13411
214,Air India,2023-02-14,Chennai,Guwahati,CHE-NAG-GUW,16:19,20:04,7h 45min,1 stop,Extra baggage allowed,5620
215,Star Air,2021-04-16,Goa,Kolkata,GOA-CHE-KOL,08:50,00:46,5h 0min,1 stop,New aircraft,4359
216,TruJet,2021-07-06,Pune,Lucknow,PUN-NAG-LUC,05:39,00:50,13h 30min,1 stop,In-flight meal not included,7137
217,Alliance Air,2022-03-25,Surat,Patna,SUR-DEL-MUM-PAT,05:31,19:44,7h 0min,2 stops,New aircraft,9276
218,Star Air,2019-06-13,Jaipur,Goa,JAI-PUN-GUW-KOL-GOA,10:55,12:44,1h 30min,3 stops,In-flight meal not included,7700
219,AirAsia India,2021-01-22,Mumbai,Kolkata,MUM-DEL-GUW-HYD-KOL,22:39,19:11,13h 45min,3 stops,WiFi available,15937
220,Vistara,2025-02-05,Raipur,Kolkata,RAI-MUM-JAI-KOL,20:24,04:47,5h 30min,2 stops,1 Long layover,5047
221,Alliance Air,2025-04-19,Indore,Cochin,IND-BHU-COC,11:10,22:40,15h 45min,1 stop,New aircraft,5291
222,Akasa Air,2020-05-10,Mumbai,Goa,MUM-PUN-NAG-IND-GOA,10:41,10:50,8h 15min,3 stops,Limited seats,8036
223,Star Air,2019-04-01,Hyderabad,Bhubaneswar,HYD-BHU,06:14,08:36,10h 30min,non-stop,Business class available,5627
224,SpiceJet,2022-03-20,Mumbai,Ahmedabad,MUM-AHM,08:19,09:24,11h 15min,non-stop,Red-eye flight,4887
225,Alliance Air,2024-06-23,Kolkata,Hyderabad,KOL-MUM-GUW-HYD,15:23,16:45,11h 0min,2 stops,Red-eye flight,11055
226,TruJet,2020-11-27,Bhubaneswar,Jaipur,BHU-DEL-MUM-JAI,13:45,18:51,2h 30min,2 stops,Red-eye flight,9485
227,GoAir,2020-12-01,Ahmedabad,Kolkata,AHM-DEL-JAI-KOL,13:39,05:59,15h 30min,2 stops,Limited seats,8556
228,Alliance Air,2021-01-12,Cochin,Indore,COC-IND,19:50,13:50,13h 45min,non-stop,Limited seats,3781
229,TruJet,2025-07-04,Patna,Bhubaneswar,PAT-BAN-BHU,04:06,22:47,10h 45min,1 stop,Business class available,8939
230,Alliance Air,2022-12-23,Surat,Nagpur,SUR-HYD-BAN-JAI-NAG,11:34,00:37,2h 30min,3 stops,WiFi available,11297
231,Akasa Air,2024-05-26,Nagpur,Hyderabad,NAG-BHU-LUC-HYD,05:36,04:10,1h 15min,2 stops,Business class available,9456
232,GoAir,2020-11-01,Guwahati,Pune,GUW-SUR-PUN,19:23,16:49,9h 0min,1 stop,Business class available,7151
233,SpiceJet,2020-03-14,Pune,Chennai,PUN-CHE,13:52,11:33,11h 45min,non-stop,New aircraft,3152
234,IndiGo,2025-02-03,Lucknow,Mumbai,LUC-MUM,07:03,13:21,6h 45min,non-stop,1 Long layover,6124
235,Vistara,2020-08-28,Cochin,Kolkata,COC-BAN-GUW-JAI-KOL,17:31,09:32,10h 0min,3 stops,New aircraft,10859
236,GoAir,2023-02-14,Varanasi,Lucknow,VAR-LUC,12:20,12:59,8h 15min,non-stop,In-flight meal not included,6471
237,Air India,2019-09-19,Delhi,Patna,DEL-PAT,18:20,16:52,1h 45min,non-stop,Limited seats,3718
238,Akasa Air,2022-07-14,Cochin,Nagpur,COC-LUC-NAG,08:01,22:22,7h 15min,1 stop,New aircraft,9469
239,Air India,2022-06-21,Mumbai,Delhi,MUM-CHE-DEL,18:50,02:59,13h 45min,1 stop,No info,7122
240,Air India,2020-01-26,Mumbai,Patna,MUM-BAN-CHE-PUN-PAT,10:20,23:39,14h 30min,3 stops,WiFi available,13581
241,IndiGo,2019-03-03,Varanasi,Lucknow,VAR-PUN-LUC,19:32,03:54,15h 45min,1 stop,1 Long layover,9491
242,AirAsia India,2019-06-05,Kolkata,Ahmedabad,KOL-IND-MUM-AHM,16:17,18:53,10h 0min,2 stops,Red-eye flight,13797
243,GoAir,2024-05-20,Bangalore,Pune,BAN-PUN,03:40,08:26,4h 15min,non-stop,Red-eye flight,5031
244,Akasa Air,2022-05-03,Pune,Lucknow,PUN-JAI-VAR-LUC,07:17,12:10,5h 15min,2 stops,In-flight meal not included,14397
245,SpiceJet,2020-12-05,Surat,Varanasi,SUR-LUC-BAN-GOA-VAR,06:36,13:38,1h 0min,3 stops,Extra baggage allowed,13108
246,SpiceJet,2022-05-19,Hyderabad,Mumbai,HYD-BHU-CHE-GUW-MUM,12:35,18:17,14h 15min,3 stops,WiFi available,11143
247,AirAsia India,2019-05-10,Lucknow,Chennai,LUC-KOL-BHU-MUM-CHE,04:13,21:36,6h 45min,3 stops,Business class available,9652
248,GoAir,2021-02-05,Pune,Chennai,PUN-CHE,07:06,06:13,5h 0min,non-stop,In-flight meal not included,4718
249,IndiGo,2021-02-19,Kolkata,Cochin,KOL-GOA-VAR-NAG-COC,14:34,14:03,7h 30min,3 stops,Red-eye flight,15508
250,TruJet,2021-07-05,Varanasi,Bangalore,VAR-NAG-BAN,18:00,22:24,10h 0min,1 stop,In-flight meal not included,9377
251,Star Air,2023-03-21,Hyderabad,Varanasi,HYD-VAR,04:46,02:52,2h 45min,non-stop,Red-eye flight,3773
252,SpiceJet,2019-05-12,Nagpur,Raipur,NAG-HYD-AHM-VAR-RAI,20:55,20:42,11h 45min,3 stops,Business class available,12385
253,IndiGo,2021-12-17,Patna,Cochin,PAT-CHE-IND-COC,17:08,19:16,8h 0min,2 stops,Business class available,10236
254,TruJet,2020-07-25,Cochin,Jaipur,COC-CHE-JAI,11:57,04:56,7h 45min,1 stop,Limited seats,7061
255,SpiceJet,2022-07-16,Mumbai,Nagpur,MUM-CHE-PUN-DEL-NAG,13:07,05:49,6h 45min,3 stops,No info,7152
256,TruJet,2020-01-12,Chennai,Surat,CHE-COC-GUW-SUR,20:14,14:41,3h 30min,2 stops,WiFi available,6848
257,AirAsia India,2019-12-27,Surat,Ahmedabad,SUR-GOA-NAG-AHM,03:06,20:52,11h 15min,2 stops,Extra baggage allowed,7770
258,Alliance Air,2022-09-28,Patna,Bhubaneswar,PAT-VAR-BHU,10:08,18:54,6h 30min,1 stop,Limited seats,10260
259,Star Air,2020-09-17,Ahmedabad,Mumbai,AHM-PUN-JAI-MUM,18:29,06:27,14h 15min,2 stops,WiFi available,12117
260,Air India,2019-12-01,Mumbai,Patna,MUM-COC-NAG-VAR-PAT,08:34,21:04,2h 30min,3 stops,Limited seats,12902
261,SpiceJet,2022-06-24,Varanasi,Chennai,VAR-CHE,22:51,17:21,13h 30min,non-stop,New aircraft,9481
262,SpiceJet,2024-09-12,Pune,Ahmedabad,PUN-BAN-BHU-GUW-AHM,10:59,07:55,8h 30min,3 stops,No info,11386
263,Air India,2024-02-02,Chennai,Pune,CHE-KOL-COC-PUN,12:05,18:39,12h 15min,2 stops,Limited seats,12671
264,SpiceJet,2020-11-13,Chennai,Patna,CHE-PAT,19:44,02:56,14h 30min,non-stop,In-flight meal not included,5322
265,AirAsia India,2022-08-10,Ahmedabad,Kolkata,AHM-MUM-COC-LUC-KOL,14:49,12:02,7h 15min,3 stops,WiFi available,14994
266,Alliance Air,2024-02-08,Chennai,Ahmedabad,CHE-MUM-DEL-KOL-AHM,05:05,13:32,13h 30min,3 stops,No info,10722
267,GoAir,2022-09-05,Indore,Bhubaneswar,IND-JAI-AHM-KOL-BHU,23:35,18:51,12h 45min,3 stops,Business class available,10533
268,Akasa Air,2020-04-19,Nagpur,Kolkata,NAG-PUN-PAT-KOL,08:19,04:32,10h 15min,2 stops,1 Long layover,6028
269,Star Air,2020-07-23,Guwahati,Bangalore,GUW-GOA-BAN,01:13,16:40,4h 45min,1 stop,Business class available,6953
270,Air India,2019-10-19,Varanasi,Lucknow,VAR-LUC,01:03,03:40,13h 15min,non-stop,New aircraft,8869
271,Air India,2019-07-04,Pune,Nagpur,PUN-COC-IND-NAG,03:46,12:54,2h 0min,2 stops,Business class available,7449
272,Akasa Air,2021-04-28,Nagpur,Patna,NAG-SUR-BAN-VAR-PAT,19:36,07:33,4h 45min,3 stops,Business class available,14967
273,AirAsia India,2021-05-08,Cochin,Raipur,COC-HYD-JAI-BHU-RAI,04:09,00:30,8h 30min,3 stops,No info,7127
274,Alliance Air,2025-07-07,Chennai,Kolkata,CHE-LUC-IND-KOL,23:27,02:56,13h 15min,2 stops,New aircraft,9720
275,Air India,2020-01-13,Bangalore,Ahmedabad,BAN-SUR-RAI-AHM,00:13,21:36,14h 30min,2 stops,1 Long layover,11027
276,TruJet,2023-11-06,Delhi,Indore,DEL-GOA-IND,10:12,04:25,4h 15min,1 stop,Business class available,10264
277,GoAir,2020-03-11,Bhubaneswar,Delhi,BHU-DEL,14:07,14:42,3h 0min,non-stop,Business class available,10683
278,AirAsia India,2022-10-14,Nagpur,Lucknow,NAG-VAR-PAT-GUW-LUC,08:03,15:25,6h 30min,3 stops,No info,9217
279,SpiceJet,2022-05-23,Hyderabad,Indore,HYD-MUM-PAT-IND,04:20,07:31,13h 0min,2 stops,In-flight meal not included,12084
280,SpiceJet,2025-07-25,Pune,Raipur,PUN-RAI,04:42,04:58,4h 30min,non-stop,In-flight meal not included,8619
281,AirAsia India,2024-08-17,Chennai,Cochin,CHE-SUR-DEL-COC,19:20,18:39,2h 15min,2 stops,Limited seats,6603
282,Alliance Air,2023-09-21,Bangalore,Hyderabad,BAN-GUW-MUM-HYD,18:35,23:04,3h 30min,2 stops,Extra baggage allowed,5530
283,Alliance Air,2021-11-08,Mumbai,Bhubaneswar,MUM-GUW-BHU,12:05,15:15,10h 30min,1 stop,In-flight meal not included,7451
284,Akasa Air,2023-03-15,Kolkata,Delhi,KOL-JAI-VAR-DEL,23:16,15:07,10h 45min,2 stops,WiFi available,11635
285,AirAsia India,2019-05-09,Nagpur,Cochin,NAG-LUC-RAI-COC,12:44,07:39,12h 15min,2 stops,1 Long layover,9379
286,Vistara,2025-11-08,Ahmedabad,Kolkata,AHM-BAN-KOL,07:55,05:53,7h 30min,1 stop,Extra baggage allowed,6697
287,TruJet,2024-04-01,Cochin,Delhi,COC-BAN-MUM-AHM-DEL,13:01,04:01,11h 0min,3 stops,WiFi available,6651
288,Air India,2023-01-17,Surat,Guwahati,SUR-GUW,19:03,22:37,5h 0min,non-stop,Red-eye flight,10021
289,Alliance Air,2023-02-02,Delhi,Mumbai,DEL-MUM,00:19,13:34,5h 0min,non-stop,Limited seats,4464
290,Air India,2025-04-24,Bhubaneswar,Goa,BHU-DEL-NAG-GOA,15:42,15:08,14h 15min,2 stops,Business class available,13609
291,IndiGo,2025-04-08,Guwahati,Indore,GUW-KOL-PAT-NAG-IND,03:22,08:07,6h 45min,3 stops,In-flight meal not included,7534
292,Air India,2024-05-12,Surat,Guwahati,SUR-HYD-AHM-GUW,13:58,21:13,10h 0min,2 stops,In-flight meal not included,11785
293,SpiceJet,2022-05-10,Lucknow,Delhi,LUC-VAR-NAG-HYD-DEL,07:39,15:53,10h 45min,3 stops,Business class available,9032
294,AirAsia India,2024-01-04,Nagpur,Delhi,NAG-DEL,11:36,05:57,7h 30min,non-stop,In-flight meal not included,5304
295,SpiceJet,2022-09-02,Jaipur,Delhi,JAI-SUR-PUN-DEL,12:04,10:40,12h 45min,2 stops,Red-eye flight,14999
296,SpiceJet,2023-07-19,Pune,Guwahati,PUN-PAT-GUW,05:52,22:17,11h 30min,1 stop,New aircraft,12764
297,Vistara,2019-06-15,Cochin,Bhubaneswar,COC-BHU,07:44,05:13,5h 15min,non-stop,Extra baggage allowed,4282
298,Star Air,2021-01-07,Indore,Bhubaneswar,IND-BHU,18:45,02:12,6h 15min,non-stop,WiFi available,11861
299,Air India,2022-08-17,Indore,Chennai,IND-KOL-CHE,04:01,03:35,7h 45min,1 stop,Extra baggage allowed,12885
300,IndiGo,2024-07-24,Delhi,Goa,DEL-GOA,00:53,00:17,13h 0min,non-stop,Limited seats,5911
301,Star Air,2019-07-16,Raipur,Bangalore,RAI-BHU-AHM-DEL-BAN,00:26,01:57,3h 0min,3 stops,In-flight meal not included,6447
302,Vistara,2021-12-04,Kolkata,Nagpur,KOL-NAG,19:24,14:49,2h 0min,non-stop,1 Long layover,8125
303,IndiGo,2023-04-14,Bhubaneswar,Hyderabad,BHU-VAR-SUR-GOA-HYD,19:34,19:44,6h 30min,3 stops,Red-eye flight,14219
304,SpiceJet,2022-04-22,Lucknow,Guwahati,LUC-BAN-PAT-SUR-GUW,03:30,09:00,1h 45min,3 stops,1 Long layover,8990
305,IndiGo,2020-10-28,Goa,Mumbai,GOA-LUC-SUR-MUM,01:58,22:09,13h 0min,2 stops,Business class available,14321
306,Akasa Air,2019-11-06,Jaipur,Indore,JAI-BAN-GUW-CHE-IND,10:22,12:10,5h 15min,3 stops,1 Long layover,6100
307,Star Air,2023-02-17,Varanasi,Patna,VAR-RAI-PAT,01:39,02:10,13h 0min,1 stop,Limited seats,7560
308,Alliance Air,2023-09-20,Cochin,Delhi,COC-DEL,17:24,04:56,11h 30min,non-stop,Business class available,8795
309,SpiceJet,2022-10-06,Nagpur,Chennai,NAG-BAN-CHE,10:15,14:22,2h 15min,1 stop,In-flight meal not included,5773
310,Akasa Air,2019-04-01,Lucknow,Bhubaneswar,LUC-SUR-BAN-JAI-BHU,02:57,11:57,7h 30min,3 stops,Extra baggage allowed,15012
311,SpiceJet,2024-01-26,Ahmedabad,Pune,AHM-HYD-IND-PUN,17:38,18:55,9h 0min,2 stops,Extra baggage allowed,11252
312,TruJet,2020-03-21,Hyderabad,Mumbai,HYD-COC-GOA-IND-MUM,03:17,02:13,7h 45min,3 stops,Business class available,7986
313,Air India,2025-10-07,Ahmedabad,Surat,AHM-BAN-CHE-SUR,21:22,04:41,12h 0min,2 stops,Limited seats,13356
314,Akasa Air,2023-10-15,Bangalore,Cochin,BAN-PAT-SUR-COC,06:59,09:42,1h 0min,2 stops,New aircraft,8634
315,IndiGo,2021-08-28,Lucknow,Pune,LUC-PUN,05:51,17:00,13h 45min,non-stop,WiFi available,8851
316,Akasa Air,2021-08-10,Cochin,Chennai,COC-PAT-HYD-CHE,04:57,07:32,9h 15min,2 stops,Extra baggage allowed,7198
317,Vistara,2025-02-06,Hyderabad,Lucknow,HYD-PAT-NAG-LUC,03:59,13:41,6h 0min,2 stops,WiFi available,13848
318,Vistara,2022-09-11,Kolkata,Ahmedabad,KOL-GOA-AHM,13:04,03:04,14h 0min,1 stop,No info,4800
319,Akasa Air,2021-02-12,Pune,Surat,PUN-CHE-VAR-SUR,03:58,22:06,7h 0min,2 stops,New aircraft,13592
320,Star Air,2024-01-07,Lucknow,Bangalore,LUC-PAT-COC-AHM-BAN,07:44,13:40,3h 30min,3 stops,Extra baggage allowed,8729
321,IndiGo,2021-03-10,Hyderabad,Guwahati,HYD-AHM-GUW,06:45,18:15,7h 15min,1 stop,Limited seats,10962
322,SpiceJet,2020-04-01,Lucknow,Ahmedabad,LUC-MUM-AHM,12:46,21:02,6h 15min,1 stop,In-flight meal not included,8354
323,SpiceJet,2021-03-21,Kolkata,Nagpur,KOL-NAG,11:25,19:09,4h 15min,non-stop,Business class available,7414
324,Akasa Air,2025-12-27,Mumbai,Pune,MUM-LUC-BHU-VAR-PUN,15:27,19:57,13h 15min,3 stops,WiFi available,8568
325,Akasa Air,2019-02-27,Nagpur,Pune,NAG-PUN,01:40,10:10,6h 0min,non-stop,WiFi available,11724
326,AirAsia India,2023-10-08,Kolkata,Nagpur,KOL-IND-GOA-NAG,23:17,23:48,15h 15min,2 stops,WiFi available,7903
327,Akasa Air,2024-04-12,Chennai,Bhubaneswar,CHE-AHM-BHU,11:03,02:44,7h 15min,1 stop,Extra baggage allowed,10296
328,Star Air,2025-01-16,Cochin,Pune,COC-PUN,02:00,11:37,10h 45min,non-stop,In-flight meal not included,11180
329,IndiGo,2023-03-10,Surat,Goa,SUR-CHE-GOA,05:54,08:13,15h 0min,1 stop,In-flight meal not included,13104
330,TruJet,2022-03-12,Goa,Pune,GOA-KOL-COC-PUN,00:16,08:13,1h 30min,2 stops,Extra baggage allowed,13559
331,Air India,2024-04-16,Lucknow,Varanasi,LUC-IND-VAR,23:56,05:19,1h 45min,1 stop,Limited seats,10297
332,IndiGo,2022-03-11,Surat,Varanasi,SUR-PAT-NAG-VAR,05:45,04:38,2h 30min,2 stops,Limited seats,15001
333,Akasa Air,2021-07-01,Mumbai,Chennai,MUM-LUC-CHE,17:50,00:33,6h 15min,1 stop,Limited seats,4798
334,TruJet,2022-07-15,Hyderabad,Bangalore,HYD-BAN,07:52,09:22,13h 15min,non-stop,1 Long layover,11451
335,SpiceJet,2021-07-14,Delhi,Kolkata,DEL-GUW-BHU-PUN-KOL,21:38,12:35,8h 45min,3 stops,Extra baggage allowed,12215
336,Alliance Air,2022-09-02,Bhubaneswar,Kolkata,BHU-NAG-KOL,12:45,06:34,5h 15min,1 stop,New aircraft,9192
337,Air India,2022-11-06,Jaipur,Surat,JAI-HYD-PUN-AHM-SUR,06:53,23:17,11h 45min,3 stops,Limited seats,9456
338,Star Air,2022-12-09,Raipur,Mumbai,RAI-GUW-HYD-MUM,21:05,16:48,4h 15min,2 stops,In-flight meal not included,6855
339,IndiGo,2020-08-22,Goa,Jaipur,GOA-SUR-GUW-CHE-JAI,19:08,15:08,12h 0min,3 stops,Red-eye flight,10216
340,IndiGo,2020-10-05,Ahmedabad,Hyderabad,AHM-COC-LUC-HYD,22:18,11:12,9h 0min,2 stops,WiFi available,8243
341,AirAsia India,2023-02-11,Jaipur,Varanasi,JAI-COC-GUW-VAR,04:43,11:17,12h 0min,2 stops,In-flight meal not included,12357
342,IndiGo,2019-05-25,Delhi,Varanasi,DEL-BHU-VAR,03:35,21:28,5h 15min,1 stop,Extra baggage allowed,8174
343,GoAir,2019-09-03,Indore,Guwahati,IND-VAR-RAI-SUR-GUW,12:44,05:51,5h 45min,3 stops,Extra baggage allowed,11830
344,Akasa Air,2021-01-08,Delhi,Pune,DEL-JAI-PAT-GUW-PUN,03:36,13:54,2h 30min,3 stops,Red-eye flight,10193
345,IndiGo,2021-05-20,Chennai,Ahmedabad,CHE-KOL-RAI-GUW-AHM,02:24,01:15,14h 15min,3 stops,New aircraft,12290
346,Air India,2020-12-08,Goa,Delhi,GOA-HYD-BAN-DEL,19:57,04:53,1h 30min,2 stops,Red-eye flight,12785
347,Air India,2022-07-08,Raipur,Bangalore,RAI-BAN,00:45,13:07,10h 45min,non-stop,1 Long layover,10497
348,Air India,2020-07-01,Indore,Delhi,IND-VAR-DEL,08:15,09:08,6h 30min,1 stop,In-flight meal not included,7042
349,Air India,2024-01-01,Nagpur,Mumbai,NAG-JAI-DEL-MUM,09:31,10:35,1h 45min,2 stops,New aircraft,5169
350,GoAir,2020-12-25,Cochin,Bangalore,COC-BHU-BAN,15:18,15:29,8h 45min,1 stop,1 Long layover,4385
351,AirAsia India,2024-01-19,Patna,Delhi,PAT-DEL,11:08,20:07,13h 45min,non-stop,Business class available,7959
352,GoAir,2025-12-10,Raipur,Bangalore,RAI-HYD-PUN-BAN,05:23,07:50,11h 45min,2 stops,Limited seats,12458
353,AirAsia India,2024-04-09,Chennai,Bangalore,CHE-COC-GOA-IND-BAN,23:39,03:41,15h 0min,3 stops,Red-eye flight,9502
354,Alliance Air,2022-10-07,Jaipur,Kolkata,JAI-LUC-SUR-GUW-KOL,04:44,19:19,11h 0min,3 stops,Red-eye flight,11996
355,IndiGo,2019-05-21,Guwahati,Pune,GUW-BAN-SUR-DEL-PUN,16:30,00:18,8h 15min,3 stops,No info,8883
356,Air India,2024-02-17,Kolkata,Nagpur,KOL-DEL-NAG,09:03,13:03,7h 15min,1 stop,No info,12080
357,Air India,2022-05-06,Varanasi,Surat,VAR-GUW-BHU-SUR,21:40,17:15,3h 45min,2 stops,Business class available,10447
358,Akasa Air,2021-01-20,Raipur,Goa,RAI-PAT-GUW-GOA,09:58,14:41,15h 30min,2 stops,Business class available,8899
359,TruJet,2022-01-27,Jaipur,Indore,JAI-CHE-COC-BHU-IND,21:04,21:36,14h 15min,3 stops,New aircraft,10514
360,TruJet,2023-06-21,Goa,Surat,GOA-AHM-GUW-COC-SUR,15:20,05:25,7h 45min,3 stops,1 Long layover,13535
361,Air India,2019-11-17,Patna,Pune,PAT-PUN,01:18,15:20,13h 45min,non-stop,Limited seats,8051
362,Air India,2021-05-28,Nagpur,Varanasi,NAG-MUM-BAN-GUW-VAR,03:14,13:35,10h 0min,3 stops,Red-eye flight,9949
363,Star Air,2021-08-24,Bangalore,Lucknow,BAN-HYD-GUW-KOL-LUC,10:07,20:16,11h 15min,3 stops,Limited seats,14890
364,Air India,2023-09-11,Varanasi,Patna,VAR-PAT,05:22,17:30,4h 45min,non-stop,Red-eye flight,10338
365,Akasa Air,2020-07-03,Indore,Kolkata,IND-PAT-KOL,16:29,22:06,4h 15min,1 stop,No info,4488
366,TruJet,2022-07-14,Delhi,Hyderabad,DEL-HYD,12:15,14:25,5h 0min,non-stop,Extra baggage allowed,3801
367,IndiGo,2022-12-11,Delhi,Lucknow,DEL-LUC,11:15,03:39,15h 15min,non-stop,New aircraft,4973
368,Alliance Air,2020-06-09,Lucknow,Kolkata,LUC-RAI-MUM-VAR-KOL,14:16,18:00,14h 0min,3 stops,New aircraft,12503
369,AirAsia India,2022-08-17,Cochin,Goa,COC-KOL-LUC-GOA,04:00,08:25,8h 0min,2 stops,1 Long layover,9571
370,IndiGo,2021-03-10,Indore,Mumbai,IND-MUM,20:04,15:15,9h 0min,non-stop,1 Long layover,8876
371,SpiceJet,2019-11-23,Goa,Ahmedabad,GOA-AHM,18:39,09:08,6h 45min,non-stop,Red-eye flight,4998
372,Vistara,2019-06-08,Ahmedabad,Guwahati,AHM-KOL-PUN-COC-GUW,18:17,00:23,13h 45min,3 stops,1 Long layover,11447
373,SpiceJet,2023-12-07,Varanasi,Nagpur,VAR-IND-NAG,06:52,23:34,7h 15min,1 stop,In-flight meal not included,6685
374,Alliance Air,2020-10-06,Surat,Jaipur,SUR-GOA-PUN-JAI,13:15,17:28,11h 30min,2 stops,Red-eye flight,10452
375,Star Air,2025-03-10,Varanasi,Cochin,VAR-SUR-BHU-COC,19:32,11:22,9h 30min,2 stops,No info,13565
376,TruJet,2023-02-04,Indore,Bhubaneswar,IND-KOL-RAI-BHU,22:52,22:56,12h 0min,2 stops,Red-eye flight,6068
377,TruJet,2024-06-07,Ahmedabad,Jaipur,AHM-HYD-JAI,21:10,04:43,6h 30min,1 stop,1 Long layover,4849
378,Alliance Air,2022-04-17,Delhi,Kolkata,DEL-MUM-HYD-KOL,06:13,15:00,7h 15min,2 stops,Extra baggage allowed,10944
379,Vistara,2020-12-08,Ahmedabad,Bangalore,AHM-BAN,22:34,08:50,4h 15min,non-stop,Red-eye flight,8541
380,Air India,2020-09-06,Delhi,Cochin,DEL-BHU-COC,17:09,09:57,14h 45min,1 stop,In-flight meal not included,10027
381,Akasa Air,2025-03-04,Patna,Indore,PAT-KOL-IND,07:07,06:35,13h 0min,1 stop,Extra baggage allowed,9683
382,TruJet,2020-09-17,Ahmedabad,Lucknow,AHM-HYD-LUC,09:08,18:53,14h 15min,1 stop,In-flight meal not included,8008
383,Vistara,2020-12-23,Delhi,Bhubaneswar,DEL-VAR-NAG-LUC-BHU,13:01,06:53,6h 45min,3 stops,Red-eye flight,7513
384,IndiGo,2021-07-08,Surat,Mumbai,SUR-RAI-AHM-PUN-MUM,15:12,21:15,3h 0min,3 stops,New aircraft,10937
385,Vistara,2019-07-14,Chennai,Hyderabad,CHE-HYD,15:54,09:22,5h 15min,non-stop,1 Long layover,5240
386,IndiGo,2023-04-27,Lucknow,Pune,LUC-PUN,15:50,07:05,11h 15min,non-stop,New aircraft,10038
387,GoAir,2021-04-13,Cochin,Indore,COC-SUR-VAR-HYD-IND,05:51,20:07,3h 0min,3 stops,1 Long layover,12402
388,IndiGo,2025-09-13,Delhi,Pune,DEL-HYD-BHU-VAR-PUN,18:17,17:36,6h 45min,3 stops,In-flight meal not included,12378
389,SpiceJet,2022-06-04,Mumbai,Raipur,MUM-COC-RAI,19:18,17:02,13h 45min,1 stop,No info,12499
390,SpiceJet,2022-05-22,Hyderabad,Jaipur,HYD-IND-RAI-MUM-JAI,10:45,00:05,4h 45min,3 stops,WiFi available,12334
391,Akasa Air,2022-04-11,Mumbai,Pune,MUM-VAR-BHU-SUR-PUN,18:06,17:51,10h 15min,3 stops,Limited seats,7137
392,SpiceJet,2021-12-27,Cochin,Chennai,COC-NAG-CHE,23:15,10:23,4h 45min,1 stop,In-flight meal not included,6234
393,IndiGo,2021-06-07,Pune,Lucknow,PUN-LUC,16:39,01:12,8h 45min,non-stop,Extra baggage allowed,11303
394,IndiGo,2023-06-03,Indore,Varanasi,IND-HYD-BHU-LUC-VAR,00:28,11:17,11h 0min,3 stops,Extra baggage allowed,10303
395,IndiGo,2020-02-24,Lucknow,Hyderabad,LUC-MUM-IND-CHE-HYD,14:31,07:23,5h 45min,3 stops,1 Long layover,8000
396,SpiceJet,2020-05-15,Guwahati,Goa,GUW-PAT-RAI-VAR-GOA,23:10,13:11,15h 30min,3 stops,Limited seats,15214
397,Akasa Air,2024-06-24,Bhubaneswar,Bangalore,BHU-BAN,10:02,04:31,9h 45min,non-stop,1 Long layover,8884
398,SpiceJet,2021-04-19,Hyderabad,Mumbai,HYD-VAR-RAI-MUM,22:59,20:22,9h 45min,2 stops,Business class available,13989
399,Akasa Air,2019-03-19,Pune,Lucknow,PUN-JAI-MUM-LUC,12:24,20:28,6h 15min,2 stops,In-flight meal not included,12742
400,Air India,2019-06-04,Cochin,Raipur,COC-JAI-BHU-RAI,19:47,12:46,7h 0min,2 stops,Limited seats,9557
401,AirAsia India,2023-09-22,Kolkata,Hyderabad,KOL-BAN-HYD,09:14,17:04,10h 0min,1 stop,1 Long layover,4429
402,Vistara,2022-02-10,Bhubaneswar,Kolkata,BHU-KOL,06:31,04:18,13h 45min,non-stop,WiFi available,4651
403,Star Air,2025-07-20,Hyderabad,Raipur,HYD-RAI,13:27,19:48,3h 30min,non-stop,Red-eye flight,7663
